ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11567099,JC117332,1/15/2019 3:29,015XX N LATROBE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2532,25,37,25,3,1141085,1909718,2019,1/23/2019 11:26,41.90834626,-87.75716397,"(41.908346262, -87.757163971)"
11567100,JC117316,1/15/2019 1:20,016XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,1434,14,2,24,14,1162767,1910922,2019,1/23/2019 11:26,41.91122285,-87.67748108,"(41.911222851, -87.677481081)"
11567101,JC117296,1/15/2019 0:18,040XX W JACKSON BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,1132,11,28,26,26,1149605,1898383,2019,1/23/2019 11:26,41.87708052,-87.72616011,"(41.877080518, -87.726160106)"
11567102,JC117325,1/15/2019 3:00,069XX S PARNELL AVE,041A,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,732,7,6,68,04B,1173818,1858848,2019,1/23/2019 11:26,41.76808844,-87.63843143,"(41.76808844, -87.638431431)"
11567105,JC117339,1/15/2019 4:41,003XX N AUSTIN BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA STATION,FALSE,FALSE,1512,15,29,25,14,1136321,1901669,2019,1/23/2019 11:26,41.88634526,-87.77485728,"(41.886345263, -87.774857276)"
11567106,JC117337,1/14/2019 20:00,059XX S HERMITAGE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,714,7,15,67,7,1165699,1865232,2019,1/23/2019 16:13,41.78578311,-87.66801034,"(41.785783113, -87.668010337)"
11567107,JC117341,1/15/2019 5:00,014XX S KOLIN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1011,10,24,29,6,1147619,1892703,2019,1/23/2019 11:26,41.86153224,-87.73359789,"(41.861532237, -87.733597894)"
11567108,JC117340,1/13/2019 11:30,001XX N LA SALLE ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,122,1,42,32,08A,1175106,1901598,2019,1/23/2019 11:26,41.88536947,-87.63243193,"(41.885369466, -87.63243193)"
11567110,JC113631,1/11/2019 23:49,001XX W CERMAK RD,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,914,9,25,34,6,1175592,1889757,2019,1/23/2019 16:13,41.85286609,-87.63100303,"(41.852866093, -87.631003027)"
11567111,JC117338,1/15/2019 4:35,059XX S WASHTENAW AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,824,8,16,66,3,1159391,1865212,2019,1/23/2019 11:26,41.78585985,-87.69113914,"(41.785859848, -87.69113914)"
11567112,JC117344,1/14/2019 22:00,046XX N MARINE DR,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1914,19,46,3,2,1170399,1931093,2019,1/23/2019 11:26,41.96640935,-87.64885216,"(41.966409353, -87.648852157)"
11567114,JC117342,1/15/2019 5:11,030XX S TRUMBULL AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1032,10,22,30,6,1153850,1884158,2019,1/23/2019 11:26,41.83796203,-87.71095221,"(41.837962028, -87.71095221)"
11567116,JC117345,1/15/2019 5:04,073XX W RASCHER AVE,1330,CRIMINAL TRESPASS,TO LAND,DRIVEWAY - RESIDENTIAL,TRUE,FALSE,1613,16,41,10,26,1126309,1935136,2019,1/23/2019 11:26,41.97835586,-87.81087558,"(41.978355864, -87.810875584)"
11567119,JC117362,1/14/2019 19:00,039XX W ROSCOE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1732,17,30,21,14,1149333,1922311,2019,1/23/2019 11:26,41.94274656,-87.72653728,"(41.942746559, -87.726537284)"
11567120,JC117350,1/14/2019 18:00,031XX N CLYBOURN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1931,19,32,5,6,1159996,1921015,2019,1/23/2019 11:26,41.93897644,-87.68738149,"(41.938976437, -87.687381492)"
11567122,JC117365,1/14/2019 21:00,028XX S KOSTNER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1031,10,22,30,6,1147520,1884761,2019,1/23/2019 11:26,41.83974026,-87.73416473,"(41.839740257, -87.734164726)"
11567123,JC117368,1/14/2019 20:30,041XX W BELLE PLAINE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1722,17,39,16,6,1148299,1926932,2019,1/23/2019 11:26,41.95544698,-87.73021824,"(41.955446977, -87.73021824)"
11567125,JC116543,1/14/2019 13:00,020XX S MAY ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,TRUE,FALSE,1235,12,25,31,3,1169116,1890359,2019,1/27/2019 16:03,41.85466092,-87.65475441,"(41.854660922, -87.654754409)"
11567133,JC117360,1/15/2019 6:28,013XX N HUDSON AVE,460,BATTERY,SIMPLE,CHA APARTMENT,FALSE,FALSE,1821,18,27,8,08B,1173068,1909520,2019,1/23/2019 11:26,41.90715332,-87.63968057,"(41.907153315, -87.639680572)"
11567138,JC117366,1/15/2019 5:00,028XX S KOSTNER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1031,10,22,30,11,1147520,1884761,2019,1/23/2019 11:26,41.83974026,-87.73416473,"(41.839740257, -87.734164726)"
11567142,JC117372,1/15/2019 5:30,038XX N BROADWAY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1923,19,46,6,7,1170232,1925764,2019,1/23/2019 11:26,41.95179007,-87.64962252,"(41.951790065, -87.649622518)"
11567144,JC117378,1/14/2019 16:30,032XX N KEATING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1731,17,30,15,7,1144257,1921137,2019,1/23/2019 11:26,41.93962208,-87.74522379,"(41.939622081, -87.745223791)"
11567146,JC117376,1/15/2019 0:01,021XX N KEYSTONE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2525,25,26,20,5,1149034,1913855,2019,1/23/2019 11:26,41.91954836,-87.72785574,"(41.919548355, -87.727855744)"
11567150,JC117377,1/15/2019 7:18,003XX E RANDOLPH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,114,1,42,32,08A,1178545,1901314,2019,1/23/2019 11:26,41.88451238,-87.61981212,"(41.884512384, -87.619812122)"
11567151,JC117352,1/15/2019 5:45,009XX W THORNDALE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,2433,24,48,77,04A,1168693,1939717,2019,1/23/2019 11:26,41.99011106,-87.65487365,"(41.990111061, -87.654873648)"
11567152,JC117393,1/14/2019 19:30,032XX N RAVENSWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1922,19,47,6,6,1163786,1921366,2019,1/23/2019 11:26,41.93986039,-87.67344236,"(41.93986039, -87.673442355)"
11567153,JC117396,1/8/2019 11:59,054XX S WELLS ST,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,935,9,3,37,6,1175529,1868947,2019,1/18/2019 9:37,41.79576307,-87.63185786,"(41.79576307, -87.631857862)"
11567154,JC117388,1/10/2019 20:00,021XX E 87TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,412,4,8,45,6,1192105,1847715,2019,1/18/2019 9:37,41.73711357,-87.57176321,"(41.737113569, -87.571763208)"
11567155,JC117354,1/15/2019 6:00,019XX W ARMITAGE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1432,14,32,22,7,1162920,1913310,2019,1/23/2019 11:26,41.91777248,-87.67685186,"(41.917772476, -87.676851862)"
11567160,JC116482,1/14/2019 12:35,086XX S YATES BLVD,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1193663,1848222,2019,1/23/2019 11:26,41.73846685,-87.56603871,"(41.738466847, -87.566038706)"
11567161,JC117361,1/14/2019 17:00,037XX N KILBOURN AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1731,17,45,16,7,1145416,1924647,2019,1/23/2019 11:26,41.94923193,-87.74087491,"(41.949231932, -87.740874913)"
11567162,JC117380,1/15/2019 7:08,034XX N SOUTHPORT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1922,19,44,6,7,1166365,1922766,2019,1/23/2019 11:26,41.94364719,-87.66392359,"(41.943647189, -87.663923587)"
11567164,JC116833,1/13/2019 0:00,085XX S YATES BLVD,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,TRUE,412,4,8,46,20,1193650,1848890,2019,1/23/2019 11:26,41.74030022,-87.56606451,"(41.740300215, -87.566064514)"
11567165,JC117410,1/9/2019 23:00,061XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,714,7,16,67,6,1166723,1864019,2019,1/18/2019 9:37,41.78243269,-87.66429047,"(41.782432685, -87.664290466)"
11567166,JC117408,1/14/2019 6:32,083XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GAS STATION,FALSE,FALSE,412,4,8,45,11,1188253,1850180,2019,1/23/2019 11:26,41.74397044,-87.58579712,"(41.743970443, -87.585797123)"
11567168,JC117399,1/11/2019 10:00,022XX E 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,331,3,5,43,14,1192246,1858984,2019,1/18/2019 9:37,41.76803322,-87.57088076,"(41.768033222, -87.57088076)"
11567171,JC117415,1/15/2019 1:04,029XX N CLAREMONT AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,1432,14,32,21,26,1160153,1919205,2019,1/23/2019 11:26,41.93400643,-87.68685464,"(41.934006434, -87.68685464)"
11567176,JC116882,1/13/2019 14:00,017XX N HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1434,14,32,24,14,1162073,1911913,2019,1/23/2019 11:26,41.91395676,-87.68000287,"(41.913956759, -87.680002871)"
11567177,JC117351,1/15/2019 4:54,015XX N LA SALLE DR,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,1821,18,2,8,08A,1174850,1910494,2019,1/23/2019 11:26,41.90978629,-87.63310538,"(41.909786287, -87.633105375)"
11567181,JC117416,1/13/2019 13:45,083XX S STEWART AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,622,6,21,44,6,1175078,1849610,2019,1/23/2019 11:26,41.74271022,-87.63408818,"(41.742710224, -87.634088181)"
11567182,JC117374,1/15/2019 7:00,034XX N CLARK ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1924,19,44,6,7,1169094,1922896,2019,1/23/2019 11:26,41.94394499,-87.65388935,"(41.943944994, -87.653889346)"
11567183,JC117435,1/15/2019 8:35,093XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,634,6,21,49,14,1175463,1842890,2019,1/23/2019 11:26,41.72426107,-87.63287792,"(41.724261074, -87.632877922)"
11567186,JC117419,1/12/2019 18:21,039XX W OGDEN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1013,10,22,29,11,1150286,1889027,2019,1/23/2019 11:26,41.85139331,-87.72390352,"(41.851393305, -87.723903515)"
11567189,JC117397,1/15/2019 7:20,008XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1112,11,37,23,08B,1149570,1905364,2019,1/23/2019 11:26,41.89623782,-87.72610724,"(41.896237818, -87.726107238)"
11567190,JC117425,1/14/2019 8:00,036XX W 60TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,823,8,23,65,7,1153104,1864249,2019,1/23/2019 11:26,41.78334378,-87.71421595,"(41.783343776, -87.714215953)"
11567192,JC117463,1/14/2019 20:00,063XX S LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,813,8,13,64,14,1141501,1861809,2019,1/23/2019 11:26,41.77686937,-87.75681715,"(41.776869373, -87.756817152)"
11567194,JC117457,1/15/2019 8:45,026XX W TOUHY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2411,24,50,2,7,1157476,1947664,2019,1/23/2019 11:26,42.01215436,-87.69591438,"(42.012154359, -87.69591438)"
11567195,JC117445,1/15/2019 8:00,029XX N NATCHEZ AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2511,25,36,19,26,1132572,1918876,2019,1/23/2019 11:26,41.93362959,-87.78822317,"(41.933629586, -87.788223174)"
11567198,JC117395,1/14/2019 23:00,073XX S LOOMIS BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,734,7,17,67,6,1168273,1855903,2019,1/23/2019 11:26,41.76012811,-87.65884108,"(41.760128112, -87.658841078)"
11567223,JC117489,1/14/2019 12:00,004XX W DIVISION ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1821,18,27,8,6,1172922,1908283,2019,1/23/2019 11:26,41.90376216,-87.6402536,"(41.903762161, -87.640253602)"
11567230,JC117493,1/14/2019 18:00,050XX N WESTERN AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,2031,20,40,4,7,1159442,1933595,2019,1/23/2019 11:26,41.97350809,-87.68906999,"(41.973508093, -87.689069994)"
11567233,JC117476,1/15/2019 8:25,008XX N LAMON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1531,15,37,25,18,1143531,1905343,2019,1/23/2019 11:26,41.89629534,-87.74828808,"(41.896295335, -87.748288083)"
11567239,JC116618,1/14/2019 14:32,0000X E 113TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,531,5,9,49,08B,1178461,1829724,2019,1/23/2019 11:26,41.6880643,-87.6222946,"(41.688064295, -87.622294596)"
11567240,JC117472,1/14/2019 21:30,004XX E 82ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,631,6,6,44,7,1180763,1850733,2019,1/23/2019 11:26,41.74566321,-87.61322394,"(41.745663212, -87.61322394)"
11567244,JC116457,1/14/2019 11:48,108XX S MICHIGAN AVE,865,THEFT,DELIVERY CONTAINER THEFT,VEHICLE - DELIVERY TRUCK,FALSE,FALSE,513,5,9,49,6,1178831,1833015,2019,1/23/2019 11:26,41.69708688,-87.62084041,"(41.697086882, -87.620840409)"
11567249,JC117483,1/14/2019 21:00,068XX S WASHTENAW AVE,820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,831,8,17,66,6,1159552,1859282,2019,1/23/2019 11:26,41.76958379,-87.69071131,"(41.769583785, -87.690711309)"
11567250,JC117348,1/15/2019 1:00,078XX S MORGAN ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,621,6,17,71,5,1171002,1852939,2019,1/23/2019 11:26,41.75193536,-87.64892568,"(41.751935361, -87.648925684)"
11567252,JC117505,1/15/2019 8:44,064XX S KEELER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,813,8,13,65,7,1149479,1861583,2019,1/23/2019 11:26,41.7760987,-87.72757545,"(41.776098701, -87.727575452)"
11567253,JC117454,1/11/2019 21:10,043XX N WOLCOTT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1912,19,47,5,26,1163040,1928909,2019,1/18/2019 9:37,41.96057449,-87.6759715,"(41.960574494, -87.675971498)"
11567254,JC117448,1/15/2019 8:15,061XX S MICHIGAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,311,3,20,40,7,1178208,1864017,2019,1/23/2019 11:26,41.78217426,-87.62218346,"(41.78217426, -87.622183455)"
11567258,JC117506,1/11/2019 23:52,117XX S YALE AVE,820,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,522,5,34,53,6,1176720,1827046,2019,1/27/2019 16:03,41.68075471,-87.6287484,"(41.680754714, -87.628748401)"
11567262,JC117531,1/15/2019 10:05,057XX S PRAIRIE AVE,560,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,232,2,20,40,08A,1179018,1867118,2019,1/23/2019 11:26,41.79066528,-87.61911936,"(41.790665284, -87.61911936)"
11567263,JC117480,1/14/2019 14:30,010XX N LARAMIE AVE,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1524,15,37,25,08A,1141505,1906391,2019,1/23/2019 11:26,41.89920884,-87.75570338,"(41.89920884, -87.755703376)"
11567264,JC117527,1/14/2019 20:00,066XX N TALMAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2412,24,50,2,3,1157457,1943860,2019,1/23/2019 11:26,42.00171644,-87.69608847,"(42.001716439, -87.696088473)"
11567268,JC117474,1/15/2019 9:05,021XX E 87TH ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,412,4,8,48,08A,1192134,1847716,2019,1/23/2019 11:26,41.73711561,-87.57165693,"(41.737115609, -87.57165693)"
11567269,JC117525,1/15/2019 0:41,022XX W THOME AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,2413,24,50,2,26,1160422,1941463,2019,1/23/2019 11:26,41.99507792,-87.68524737,"(41.995077919, -87.685247371)"
11567270,JC117520,1/15/2019 9:56,038XX W WABANSIA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,2535,25,26,23,26,1150557,1911024,2019,1/23/2019 11:26,41.91175019,-87.72233409,"(41.911750187, -87.722334085)"
11567271,JC117427,1/15/2019 8:10,029XX N KEATING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,2521,25,31,19,14,1144213,1919189,2019,1/23/2019 11:26,41.93427741,-87.7454346,"(41.934277414, -87.745434604)"
11567272,JC117440,1/15/2019 7:55,043XX W BELDEN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,2522,25,31,20,04A,1147124,1914938,2019,1/23/2019 11:26,41.922557,-87.73484565,"(41.922557002, -87.734845651)"
11567277,JC117530,1/14/2019 13:30,084XX S YATES BLVD,460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,423,4,7,46,08B,1193639,1849444,2019,1/23/2019 11:26,41.74182071,-87.56608672,"(41.741820708, -87.566086719)"
11567278,JC117556,1/14/2019 17:10,027XX W 59TH ST,560,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,824,8,16,63,08A,1159186,1865420,2019,1/23/2019 11:26,41.78643483,-87.69188508,"(41.786434828, -87.691885084)"
11567279,JC117544,1/15/2019 10:00,053XX W IOWA ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1524,15,37,25,6,1140352,1905477,2019,1/23/2019 11:26,41.89672194,-87.75996081,"(41.896721939, -87.759960813)"
11567280,JC117542,1/14/2019 22:00,012XX S KARLOV AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1011,10,24,29,6,1149246,1894056,2019,1/23/2019 11:26,41.86521369,-87.72759038,"(41.865213688, -87.727590376)"
11567282,JC117523,1/15/2019 8:37,093XX S EGGLESTON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,FALSE,2223,22,21,73,26,1174932,1842930,2019,1/23/2019 11:26,41.72438268,-87.63482176,"(41.724382679, -87.634821764)"
