ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11557673,JC105993,1/5/2019 16:33,024XX N MAJOR AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,2515,25,30,19,18,1137974,1915669,2019,1/18/2019 9:37,41.92473326,-87.76844841,"(41.924733263, -87.76844841)"
11557675,JC106076,1/5/2019 14:55,076XX S ESSEX AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,421,4,7,43,08A,1194186,1854890,2019,1/18/2019 9:37,41.75675157,-87.56390413,"(41.756751571, -87.56390413)"
11557676,JC106111,1/5/2019 18:47,041XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1132,11,28,26,08B,1148754,1898363,2019,1/18/2019 9:37,41.87704211,-87.72928527,"(41.877042113, -87.729285274)"
11557678,JC106158,1/4/2019 17:00,056XX N AUSTIN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,1622,16,45,11,26,1135230,1937132,2019,1/18/2019 9:37,41.98367907,-87.77802022,"(41.983679069, -87.778020217)"
11557679,JC106138,1/5/2019 19:06,036XX W GRAND AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,GAS STATION,TRUE,FALSE,1112,11,27,23,18,1152073,1907615,2019,1/18/2019 9:37,41.9023658,-87.71685473,"(41.902365801, -87.716854733)"
11557681,JC106133,1/5/2019 17:00,0000X E LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,111,1,42,32,11,1176991,1901746,2019,1/18/2019 9:37,41.88573313,-87.62550546,"(41.885733129, -87.625505463)"
11557682,JC106132,1/5/2019 17:00,0000X E LAKE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,6,1176991,1901746,2019,1/18/2019 9:37,41.88573313,-87.62550546,"(41.885733129, -87.625505463)"
11557683,JC106093,1/5/2019 17:50,002XX W 74TH ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,FALSE,FALSE,731,7,6,69,26,1175753,1855898,2019,1/18/2019 9:37,41.75995018,-87.63142702,"(41.759950181, -87.631427022)"
11557689,JC105939,1/5/2019 16:20,044XX W AINSLIE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1712,17,39,14,08B,1145656,1932192,2019,1/18/2019 9:37,41.96993146,-87.7398006,"(41.969931461, -87.739800599)"
11557692,JC106090,1/5/2019 18:26,074XX N CLARK ST,460,BATTERY,SIMPLE,DRUG STORE,FALSE,FALSE,2424,24,49,1,08B,1163065,1949329,2019,1/18/2019 9:37,42.01660711,-87.67530276,"(42.016607113, -87.675302757)"
11557693,JC106173,1/5/2019 19:50,005XX N RUSH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1834,18,42,8,6,1177010,1903852,2019,1/23/2019 11:23,41.89151167,-87.62537189,"(41.891511672, -87.625371886)"
11557696,JC106167,1/5/2019 19:51,011XX N HARDING AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1112,11,37,23,18,1149847,1907216,2019,1/18/2019 9:37,41.90131451,-87.72504163,"(41.90131451, -87.725041634)"
11557697,JC105915,1/5/2019 15:20,0000X W WASHINGTON ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,111,1,42,32,6,1175800,1900817,2019,1/18/2019 9:37,41.88321078,-87.62990697,"(41.883210775, -87.629906972)"
11557698,JC106139,1/5/2019 19:04,002XX S LAVERGNE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1533,15,28,25,3,1143291,1898743,2019,1/18/2019 9:37,41.87818863,-87.74933454,"(41.878188634, -87.74933454)"
11557699,JC106193,1/5/2019 19:00,034XX W DIVERSEY AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",FALSE,FALSE,1412,14,35,21,17,1153078,1918408,2019,1/18/2019 9:37,41.93196285,-87.71287637,"(41.931962854, -87.712876373)"
11557700,JC105916,1/5/2019 15:40,005XX E 75TH ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,323,3,6,69,26,1180980,1855398,2019,1/18/2019 9:37,41.7584595,-87.61228556,"(41.758459496, -87.612285564)"
11557701,JC105855,1/3/2019 20:00,013XX N RIDGEWAY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2535,25,26,23,26,1151126,1908735,2019,1/10/2019 15:16,41.90545781,-87.72030384,"(41.905457812, -87.720303837)"
11557703,JC106157,1/5/2019 19:10,0000X N KEELER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148390,1899811,2019,1/18/2019 9:37,41.88102261,-87.73058445,"(41.881022613, -87.730584448)"
11557704,JC106176,1/5/2019 18:00,001XX N STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,6,1176338,1901346,2019,1/18/2019 9:37,41.88465026,-87.62791546,"(41.884650262, -87.627915459)"
11557706,JC106124,1/5/2019 18:57,017XX W GRAND AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1215,12,1,24,08A,1164467,1903534,2019,1/18/2019 9:37,41.89091381,-87.67144527,"(41.890913805, -87.671445268)"
11557707,JC106120,1/5/2019 18:15,051XX N TROY ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1713,17,33,13,6,1154442,1934147,2019,1/18/2019 9:37,41.97512452,-87.70744144,"(41.975124523, -87.707441438)"
11557708,JC105936,1/5/2019 15:30,013XX S MILLARD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1011,10,24,29,18,1152253,1893574,2019,1/18/2019 9:37,41.86383227,-87.71656423,"(41.863832272, -87.716564226)"
11557710,JC105778,1/4/2019 12:00,001XX W JACKSON BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,42,32,6,1174916,1898956,2019,1/18/2019 9:37,41.87812392,-87.63320879,"(41.878123916, -87.633208786)"
11557713,JC105399,1/1/2019 3:00,048XX S KEATING AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,815,8,14,56,6,1145509,1872116,2019,1/10/2019 15:16,41.80507878,-87.74186375,"(41.805078779, -87.741863747)"
11557714,JC105794,1/4/2019 12:00,007XX S LAFLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1231,12,28,28,11,1166501,1896746,2019,1/18/2019 9:37,41.87224371,-87.6641698,"(41.872243709, -87.664169804)"
11557719,JC106074,1/4/2019 18:33,076XX W MYRTLE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1612,16,41,10,6,1124394,1940554,2019,1/18/2019 9:37,41.99325525,-87.81779827,"(41.993255254, -87.817798268)"
11557720,JC105738,1/5/2019 1:00,022XX N LINCOLN AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1812,18,43,7,6,1171562,1915205,2019,1/18/2019 9:37,41.92278653,-87.64504512,"(41.922786529, -87.645045119)"
11557721,JC105946,1/4/2019 10:50,065XX W Irving Park Rd,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1632,16,38,17,6,1131965,1925877,2019,1/18/2019 9:37,41.95285168,-87.79029092,"(41.952851683, -87.790290916)"
11557723,JC105949,1/5/2019 13:30,017XX W FULLERTON AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,1931,19,32,7,6,1164222,1915991,2019,1/18/2019 9:37,41.92510186,-87.67199231,"(41.92510186, -87.671992307)"
11557725,JC106142,1/5/2019 13:45,013XX W CARMEN AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2033,20,47,3,6,1166381,1934033,2019,1/18/2019 9:37,41.97456395,-87.66354109,"(41.974563946, -87.663541089)"
11557728,JC106105,1/5/2019 17:28,008XX N MOZART ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1211,12,26,24,18,1157228,1905622,2019,1/18/2019 9:37,41.89679362,-87.69797375,"(41.896793619, -87.697973753)"
11557729,JC106088,1/5/2019 18:00,009XX N HAMLIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,1112,11,27,23,15,1150882,1905958,2019,1/18/2019 9:37,41.89784223,-87.72127292,"(41.897842232, -87.721272917)"
11557730,JC106164,1/5/2019 19:10,028XX W FOSTER AVE,460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,2011,20,40,4,08B,1156456,1934411,2019,1/18/2019 9:37,41.97580834,-87.70002808,"(41.975808335, -87.700028083)"
11557732,JC106099,1/5/2019 14:30,072XX S UNIVERSITY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,324,3,5,69,08B,1185135,1857211,2019,1/18/2019 9:37,41.76333797,-87.59700113,"(41.763337967, -87.597001131)"
11557733,JC106041,1/5/2019 16:30,015XX E 65TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,FALSE,FALSE,314,3,5,42,04B,1187763,1862200,2019,1/18/2019 9:37,41.77696607,-87.5872105,"(41.776966074, -87.587210503)"
11557734,JC106177,1/5/2019 19:24,031XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1222,12,28,27,18,1155376,1899848,2019,1/18/2019 9:37,41.88098664,-87.70493118,"(41.880986642, -87.704931179)"
11557735,JC105987,1/5/2019 16:56,023XX S PULASKI RD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,OTHER,FALSE,FALSE,1013,10,22,29,04B,1150083,1887946,2019,1/18/2019 9:37,41.84843086,-87.7246767,"(41.848430856, -87.724676701)"
11557736,JC106148,1/5/2019 18:55,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,TRUE,FALSE,1832,18,2,8,11,1176223,1905805,2019,1/18/2019 9:37,41.89688859,-87.62820319,"(41.896888586, -87.628203192)"
11557738,JC105379,1/5/2019 7:44,002XX E 69TH PL,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,322,3,6,69,04B,1178956,1858988,2019,1/18/2019 9:37,41.76835716,-87.61959413,"(41.768357159, -87.619594128)"
11557739,JC105838,1/5/2019 15:10,043XX W WEST END AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1114,11,28,26,6,1147498,1900622,2019,1/18/2019 9:37,41.88326523,-87.73383904,"(41.883265234, -87.733839042)"
11557740,JC106163,1/5/2019 19:09,114XX S LAFLIN ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,2234,22,34,75,26,1168157,1829017,2019,1/18/2019 9:37,41.68635137,-87.6600369,"(41.686351365, -87.660036902)"
11557742,JC106165,1/5/2019 19:30,057XX S ELIZABETH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,713,7,16,67,6,1168967,1866793,2019,1/18/2019 9:37,41.78999666,-87.6559832,"(41.789996663, -87.6559832)"
11557743,JC106079,1/5/2019 12:53,067XX S OGLESBY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,331,3,5,43,26,1192924,1860831,2019,1/18/2019 9:37,41.77308501,-87.56833541,"(41.773085006, -87.568335406)"
11557745,JC105896,1/5/2019 14:00,004XX W DIVISION ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1823,18,27,8,6,1173073,1908287,2019,1/18/2019 9:37,41.90376979,-87.63969883,"(41.903769788, -87.63969883)"
11557748,JC106170,1/5/2019 14:00,001XX W ADAMS ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,122,1,42,32,6,1175421,1899429,2019,1/18/2019 9:37,41.87941054,-87.63134036,"(41.879410537, -87.631340358)"
11557750,JC106162,1/5/2019 19:20,015XX N SEDGWICK ST,810,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,1821,18,2,8,6,1173364,1910604,2019,1/18/2019 9:37,41.91012129,-87.63856099,"(41.910121292, -87.638560993)"
11557751,JC106161,1/5/2019 19:18,077XX S SEELEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,611,6,18,71,08B,1164040,1853265,2019,1/18/2019 9:37,41.75297909,-87.67442918,"(41.752979093, -87.674429175)"
11557752,JC106237,1/1/2019 0:01,114XX S ST LAWRENCE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,531,5,9,50,6,1182290,1829264,2019,1/10/2019 15:16,41.68671441,-87.60829124,"(41.68671441, -87.608291235)"
11557754,JC106159,1/5/2019 19:10,004XX W DIVISION ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1821,18,27,8,6,1173175,1908290,2019,1/18/2019 9:37,41.90377576,-87.63932407,"(41.903775756, -87.639324074)"
11557755,JC106186,1/5/2019 20:03,012XX N ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1423,14,26,24,08B,1159851,1908119,2019,1/18/2019 9:37,41.90359189,-87.68827093,"(41.903591885, -87.688270928)"
11557756,JC106191,1/5/2019 19:50,035XX W OHIO ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1121,11,27,23,08B,1152716,1903774,2019,1/18/2019 9:37,41.89181302,-87.71459463,"(41.89181302, -87.714594628)"
11557757,JC105999,1/5/2019 17:13,083XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,TRUE,632,6,8,44,08A,1183013,1849827,2019,1/18/2019 9:37,41.74312508,-87.60500769,"(41.743125083, -87.605007694)"
11557758,JC106185,1/5/2019 11:00,066XX S ST LAWRENCE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,321,3,20,42,26,1181374,1861191,2019,1/18/2019 9:37,41.77434701,-87.61066322,"(41.774347006, -87.610663222)"
11557759,JC106155,1/5/2019 19:19,035XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,1133,11,24,27,14,1152941,1896475,2019,1/18/2019 9:37,41.87177935,-87.71396176,"(41.871779347, -87.71396176)"
11557760,JC106154,1/5/2019 18:49,103XX S STONY ISLAND EXT AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,OTHER,TRUE,FALSE,512,5,10,50,26,1188194,1836799,2019,1/18/2019 9:37,41.70725297,-87.5864387,"(41.707252966, -87.586438704)"
11557761,JC106200,1/5/2019 20:00,053XX W CHICAGO AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1524,15,37,25,18,1140427,1904813,2019,1/18/2019 9:37,41.89489847,-87.75970165,"(41.894898468, -87.759701652)"
11557762,JC106201,1/5/2019 19:50,132XX S ST LAWRENCE AVE,2031,NARCOTICS,POSS: METHAMPHETAMINES,VEHICLE NON-COMMERCIAL,TRUE,FALSE,533,5,9,54,18,1182589,1817622,2019,1/18/2019 9:37,41.65476016,-87.6075556,"(41.654760157, -87.607555602)"
11557763,JC106140,1/5/2019 5:18,003XX W 124TH ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,523,5,34,53,5,1176383,1822702,2019,1/28/2019 16:06,41.66884165,-87.63011176,"(41.668841652, -87.630111756)"
11557765,JC106102,1/5/2019 18:19,019XX W GARFIELD BLVD,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,932,9,16,61,08B,1164157,1868187,2019,1/18/2019 9:37,41.79392461,-87.67358092,"(41.793924612, -87.673580917)"
11557766,JC106174,1/5/2019 19:03,023XX W 24TH ST,2022,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,1034,10,25,31,18,1161104,1888022,2019,1/18/2019 9:37,41.84841794,-87.68422666,"(41.848417937, -87.684226658)"
11557768,JC106196,1/5/2019 20:00,005XX W 126TH ST,810,THEFT,OVER $500,RESIDENCE,TRUE,TRUE,523,5,9,53,6,1174821,1821345,2019,1/18/2019 9:37,41.66515266,-87.63586858,"(41.665152656, -87.63586858)"
11557769,JC106005,1/5/2019 16:35,032XX N CLARK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1924,19,44,6,08B,1169750,1921823,2019,1/18/2019 9:37,41.94098634,-87.65150958,"(41.940986344, -87.651509576)"
11557770,JC106080,1/5/2019 18:09,035XX N CLARK ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,08B,1168657,1923609,2019,1/18/2019 9:37,41.94591099,-87.65547482,"(41.945910991, -87.655474824)"
11557771,JC105920,1/5/2019 16:04,030XX W 63RD ST,320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,FALSE,FALSE,823,8,16,66,3,1157382,1862712,2019,1/18/2019 9:37,41.77904043,-87.69857282,"(41.779040428, -87.698572821)"
11557773,JC106198,1/5/2019 18:30,056XX S RACINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,713,7,16,67,08B,1169280,1867486,2019,1/18/2019 9:37,41.79189156,-87.65481546,"(41.791891563, -87.654815464)"
11557774,JC106240,1/5/2019 20:49,027XX S HOMAN AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,1032,10,22,30,24,1154139,1885692,2019,1/18/2019 9:37,41.84216576,-87.70985087,"(41.84216576, -87.709850866)"
11557775,JC106208,1/4/2019 16:00,043XX W FORD CITY DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,833,8,18,65,14,1148765,1853235,2019,1/18/2019 9:37,41.75320415,-87.73040747,"(41.753204151, -87.73040747)"
11557777,JC106119,1/5/2019 18:54,054XX W MADISON ST,460,BATTERY,SIMPLE,RESTAURANT,TRUE,FALSE,1522,15,29,25,08B,1140081,1899489,2019,1/18/2019 9:37,41.88029509,-87.76110283,"(41.880295087, -87.761102829)"
11557778,JC103359,1/2/2019 23:00,016XX W MADISON ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1224,12,27,28,5,1165476,1900090,2019,1/10/2019 15:16,41.88144179,-87.66783781,"(41.881441785, -87.667837814)"
11557779,JC106230,1/5/2019 19:57,016XX N RICHMOND ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1421,14,1,24,08B,1156564,1910893,2019,1/18/2019 9:37,41.91127117,-87.70026966,"(41.911271167, -87.700269655)"
11557781,JC106221,1/5/2019 20:05,055XX S MORGAN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,712,7,16,68,08B,1170589,1868069,2019,1/18/2019 9:37,41.79346293,-87.64999861,"(41.79346293, -87.649998606)"
11557782,JC105760,1/5/2019 13:30,053XX S DAMEN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,932,9,16,61,26,1163935,1869058,2019,1/18/2019 9:37,41.79631942,-87.6743705,"(41.796319417, -87.674370497)"
11557783,JC106112,1/5/2019 17:28,008XX N MOZART ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1211,12,26,24,18,1157228,1905622,2019,1/18/2019 9:37,41.89679362,-87.69797375,"(41.896793619, -87.697973753)"
11557784,JC106220,1/5/2019 19:00,013XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,1424,14,1,24,26,1164309,1909321,2019,1/18/2019 9:37,41.9067971,-87.67186166,"(41.906797102, -87.671861659)"
11557786,JC106214,1/5/2019 20:14,035XX W OGDEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1024,10,24,29,18,1153164,1890388,2019,1/18/2019 9:37,41.85507151,-87.71330443,"(41.855071514, -87.713304431)"
11557787,JC106152,1/5/2019 19:10,031XX W MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,831,8,17,66,08B,1156429,1860025,2019,1/18/2019 9:37,41.77168615,-87.70213894,"(41.77168615, -87.702138938)"
11557788,JC106222,1/5/2019 20:10,005XX N PULASKI RD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1111,11,37,23,08B,1149631,1903207,2019,1/18/2019 9:37,41.8903176,-87.72593928,"(41.890317598, -87.725939277)"
11557790,JC106210,1/5/2019 14:16,080XX S EMERALD AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,ALLEY,TRUE,FALSE,621,6,21,71,24,1172698,1851597,2019,1/18/2019 9:37,41.74821555,-87.6427501,"(41.748215551, -87.642750098)"
11557791,JC106239,1/5/2019 20:25,047XX W MAYPOLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1113,11,28,25,15,1144795,1901043,2019,1/18/2019 9:37,41.88447189,-87.74375411,"(41.884471894, -87.743754114)"
11557792,JC106205,1/5/2019 19:51,070XX N RAVENSWOOD AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROP / TRAIN DEPOT,TRUE,FALSE,2424,24,49,1,26,1163079,1946655,2019,1/18/2019 9:37,42.00926931,-87.67532688,"(42.009269306, -87.675326876)"
11557793,JC106243,1/5/2019 20:28,0000X S LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1533,15,28,25,18,1141728,1899397,2019,1/18/2019 9:37,41.88001233,-87.75505742,"(41.880012333, -87.755057415)"
11557794,JC106001,1/5/2019 16:12,063XX S ASHLAND AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,725,7,16,67,08B,1166756,1862726,2019,1/23/2019 11:23,41.77888383,-87.66420637,"(41.778883826, -87.664206366)"
11557797,JC106246,1/5/2019 19:45,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,6,1145011,1910225,2019,1/18/2019 9:37,41.90966425,-87.74272882,"(41.909664252, -87.742728815)"
11557798,JC106238,1/4/2019 19:38,048XX N KILDARE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1712,17,39,14,08B,1146842,1931788,2019,1/18/2019 9:37,41.96880023,-87.73544996,"(41.968800226, -87.735449958)"
11557799,JC106228,1/5/2019 20:14,051XX S PRAIRIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,231,2,3,40,08B,1178912,1871014,2019,1/18/2019 9:37,41.80135869,-87.61938939,"(41.801358685, -87.619389387)"
11557801,JC106114,1/5/2019 18:39,037XX W OHIO ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1122,11,27,23,04B,1151423,1903743,2019,1/18/2019 9:37,41.89175344,-87.71934408,"(41.89175344, -87.719344084)"
11557802,JC106241,1/5/2019 17:00,040XX W CULLOM AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1722,17,39,16,6,1148783,1928273,2019,1/26/2019 16:02,41.95911742,-87.72840414,"(41.959117421, -87.728404142)"
11557803,JC106070,1/5/2019 18:10,009XX N LOCKWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1524,15,37,25,08B,1140852,1905782,2019,1/18/2019 9:37,41.89754971,-87.75811686,"(41.897549711, -87.75811686)"
11557805,JC101249,1/1/2019 23:00,079XX S LAFLIN ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,612,6,21,71,08B,1167710,1852264,2019,1/10/2019 15:16,41.7501543,-87.66100871,"(41.750154295, -87.661008708)"
11557806,JC106234,1/5/2019 19:23,054XX W MADISON ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,1522,15,29,25,3,1139757,1899482,2019,1/18/2019 9:37,41.8802818,-87.76229271,"(41.8802818, -87.76229271)"
11557809,JC106226,1/5/2019 20:21,028XX N KEDZIE AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,1411,14,33,21,3,1154554,1918666,2019,1/18/2019 9:37,41.93264139,-87.70744534,"(41.932641387, -87.70744534)"
11557812,JC106219,1/3/2019 12:00,040XX W 21ST ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1012,10,24,29,5,1149781,1889785,2019,1/10/2019 15:16,41.85348317,-87.72573732,"(41.853483171, -87.725737316)"
11557813,JC106247,1/5/2019 11:30,024XX S HARDING AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1013,10,22,30,6,1150432,1887546,2019,1/18/2019 9:37,41.84732641,-87.72340626,"(41.847326411, -87.723406263)"
11557814,JC104905,1/4/2019 19:40,019XX S CENTRAL PARK AVE,810,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,1014,10,24,29,6,1152684,1890083,2019,1/18/2019 9:37,41.85424406,-87.71507432,"(41.854244056, -87.715074318)"
11557815,JC106242,1/5/2019 17:00,005XX E 33RD ST,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,211,2,4,35,26,1180360,1883173,2019,1/18/2019 9:37,41.83469081,-87.61370565,"(41.834690813, -87.613705645)"
11557816,JC106236,1/5/2019 20:38,0000X E 111TH ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,SIDEWALK,TRUE,FALSE,513,5,9,49,11,1178585,1831378,2019,1/18/2019 9:37,41.6926003,-87.62179063,"(41.692600301, -87.621790629)"
11557820,JC106217,1/5/2019 20:15,028XX W CERMAK RD,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,1023,10,12,30,04B,1157496,1889255,2019,1/18/2019 9:37,41.8518755,-87.69743478,"(41.851875499, -87.697434784)"
11557822,JC106248,1/5/2019 20:08,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,6,1145011,1910225,2019,1/18/2019 9:37,41.90966425,-87.74272882,"(41.909664252, -87.742728815)"
11557823,JC106293,1/5/2019 19:45,054XX S TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,815,8,23,62,14,1148957,1868186,2019,1/18/2019 9:37,41.79422845,-87.72931904,"(41.794228454, -87.729319044)"
11557827,JC106282,1/5/2019 21:00,016XX W 95TH ST,460,BATTERY,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,2213,22,21,73,08B,1166985,1841705,2019,1/18/2019 9:37,41.72119436,-87.66396637,"(41.721194359, -87.663966368)"
